mir,mesh_name,causality,,
hsa-mir-10b,Laryngeal Neoplasms,yes,893,1415
hsa-mir-33a,Osteoarthritis,yes,1119,1403
hsa-mir-211,"Carcinoma, Hepatocellular",yes,1038,1310
hsa-mir-135a,Urinary Bladder Neoplasms,yes,944,1306
hsa-mir-203,Kidney Neoplasms,yes,1026,1418
hsa-mir-342,Obesity,yes,1123,1357
hsa-mir-320,Glioma,yes,1099,1322
hsa-mir-135b,Prostatic Neoplasms,yes,947,1339
hsa-mir-200c,"Carcinoma, Hepatocellular",yes,1024,1310
hsa-mir-429,"Carcinoma, Hepatocellular",yes,1160,1310
hsa-mir-21,"Lymphoma, B-Cell",yes,1036,1429
hsa-mir-144,Osteosarcoma,yes,958,1305
hsa-mir-129,"Carcinoma, Hepatocellular",yes,924,1310
hsa-mir-451,Multiple Myeloma,yes,1168,1368
hsa-mir-33b,Breast Neoplasms,yes,1120,1303
hsa-mir-144,Stomach Neoplasms,yes,958,1307
hsa-mir-124,Esophageal Neoplasms,yes,903,1351
hsa-mir-193a,Inflammatory Bowel Diseases,yes,1000,1364
hsa-mir-330,"Carcinoma, Non-Small-Cell Lung",yes,1114,1312
hsa-mir-135b,Glioblastoma,yes,947,1301
hsa-mir-19a,Prostatic Neoplasms,yes,1017,1339
hsa-mir-132,Ischemia,yes,936,1575
hsa-mir-212,Ischemia,yes,1039,1575
hsa-mir-429,"Carcinoma, Renal Cell",yes,1160,1324
hsa-mir-125b,Liver Neoplasms,yes,914,1313
hsa-mir-1,Endometrial Neoplasms,yes,875,1362
hsa-mir-133a,Endometrial Neoplasms,yes,938,1362
hsa-mir-494,Breast Neoplasms,yes,1185,1303
hsa-mir-139,Pancreatic Neoplasms,yes,953,1315
hsa-mir-18a,Pregnancy Complications,yes,994,1681
hsa-mir-25,Glioma,yes,1061,1322
hsa-mir-128,"Carcinoma, Hepatocellular",yes,921,1310
hsa-mir-494,Pancreatic Neoplasms,yes,1185,1315
hsa-mir-361,Colorectal Neoplasms,yes,1129,1304
hsa-mir-218,Urinary Bladder Neoplasms,yes,1046,1306
hsa-mir-448,"Carcinoma, Hepatocellular",yes,1165,1310
hsa-mir-126,Liver Cirrhosis,yes,917,1337
hsa-mir-24,Osteomyelitis,yes,1058,1682
hsa-mir-370,"Carcinoma, Non-Small-Cell Lung",yes,1135,1312
hsa-mir-142,Uterine Cervical Neoplasms,yes,956,1300
hsa-mir-144,Bronchiolitis Obliterans,yes,958,1683
hsa-mir-194,Inflammation,yes,1002,1564
hsa-mir-200,"Diabetes Mellitus, Type 2",yes,1021,1399
hsa-mir-125b,Multiple Myeloma,yes,914,1368
hsa-mir-197,Leiomyoma,yes,1010,1602
hsa-mir-409,Colorectal Neoplasms,yes,1152,1304
hsa-mir-191,Neoplasms,yes,997,1299
hsa-mir-148b,Liver Neoplasms,yes,963,1313
hsa-mir-377,Stomach Neoplasms,yes,1144,1307
hsa-mir-204,Osteosarcoma,yes,1028,1305
hsa-mir-582,"Carcinoma, Hepatocellular",yes,1226,1310
hsa-mir-148a,Ovarian Neoplasms,yes,962,1309
hsa-mir-300,Osteosarcoma,yes,1080,1305
hsa-mir-429,Breast Neoplasms,yes,1160,1303
hsa-mir-218,Glioblastoma,yes,1046,1301
hsa-mir-26b,Obesity,yes,1065,1357
hsa-mir-106a,Kidney Neoplasms,yes,889,1418
hsa-mir-301a,Pancreatic Neoplasms,yes,1081,1315
hsa-mir-495,Breast Neoplasms,yes,1186,1303
hsa-mir-139,"Carcinoma, Hepatocellular",yes,953,1310
hsa-mir-30a,Lung Neoplasms,yes,1089,1308
hsa-mir-199a,Hepatitis C,yes,1013,1472
hsa-mir-101,Atherosclerosis,yes,879,1376
hsa-mir-491,Uterine Cervical Neoplasms,yes,1182,1300
hsa-mir-29a,Pancreatic Neoplasms,yes,1074,1315
hsa-mir-330,Pancreatic Neoplasms,yes,1114,1315
hsa-mir-101,Triple Negative Breast Neoplasms,yes,879,1398
hsa-mir-375,Osteosarcoma,yes,1141,1305
hsa-mir-18b,"Leukemia, Promyelocytic, Acute",yes,995,1475
hsa-mir-138,Psoriasis,yes,950,1467
hsa-mir-98,"Aortic Aneurysm, Abdominal",yes,1295,1374
hsa-mir-570,Lung Neoplasms,yes,1222,1308
hsa-mir-106b,Giant Cell Tumor of Bone,yes,890,1661
hsa-mir-498,Ovarian Neoplasms,yes,1188,1309
hsa-mir-485,"Carcinoma, Hepatocellular",yes,1176,1310
hsa-mir-29a,Atherosclerosis,yes,1074,1376
hsa-mir-19a,"Carcinoma, Renal Cell",yes,1017,1324
hsa-mir-153,"Carcinoma, Pancreatic Ductal",yes,967,1577
hsa-mir-26b,Prostatic Neoplasms,yes,1065,1339
hsa-mir-125a,Melanoma,yes,913,1347
hsa-mir-362,Neuroblastoma,yes,1131,1302
hsa-mir-199a,Osteosarcoma,yes,1013,1305
hsa-mir-139,Breast Neoplasms,yes,953,1303
hsa-mir-219,Glioblastoma,yes,1049,1301
hsa-mir-340,Heart Diseases,yes,1122,1321
hsa-mir-570,"Carcinoma, Hepatocellular",yes,1222,1310
hsa-mir-26b,"Arthritis, Rheumatoid",yes,1065,1423
hsa-mir-9,Neoplasms,yes,1276,1299
hsa-mir-132,Liver Neoplasms,yes,936,1313
hsa-mir-29a,Neoplasms,yes,1074,1299
hsa-mir-29b,Neoplasms,yes,1075,1299
hsa-mir-29c,Neoplasms,yes,1078,1299
hsa-mir-106a,Lung Neoplasms,yes,889,1308
hsa-mir-139,Lung Neoplasms,yes,953,1308
hsa-mir-34a,Liver Diseases,yes,1126,1465
hsa-mir-370,Osteoarthritis,yes,1135,1403
hsa-mir-373,Osteoarthritis,yes,1138,1403
hsa-mir-448,Ovarian Neoplasms,yes,1165,1309
hsa-mir-9,Melanoma,yes,1276,1347
hsa-mir-19b,Atherosclerosis,yes,1018,1376
hsa-mir-221,Atherosclerosis,yes,1051,1376
hsa-mir-222,Atherosclerosis,yes,1052,1376
hsa-mir-130a,Stomach Neoplasms,yes,934,1307
hsa-mir-133a,Uterine Cervical Neoplasms,yes,938,1300
hsa-mir-99b,"Carcinoma, Hepatocellular",yes,1297,1310
hsa-mir-203,Neuroblastoma,yes,1026,1302
hsa-mir-410,Lung Neoplasms,yes,1153,1308
hsa-mir-9,Urinary Bladder Neoplasms,yes,1276,1306
hsa-mir-29b,Glioblastoma,yes,1075,1301
hsa-mir-133a,"Carcinoma, Hepatocellular",yes,938,1310
hsa-mir-612,Colorectal Neoplasms,yes,1236,1304
hsa-mir-1271,Stomach Neoplasms,yes,919,1307
hsa-mir-495,Medulloblastoma,yes,1186,1367
hsa-mir-28,"Carcinoma, Hepatocellular",yes,1068,1310
hsa-mir-99a,"Thyroid Carcinoma, Anaplastic",yes,1296,1538
hsa-mir-95,Glioma,yes,1293,1322
hsa-mir-20a,Acute Kidney Injury,yes,1034,1561
hsa-mir-20b,Urinary Bladder Neoplasms,yes,1035,1306
hsa-mir-134,Lung Neoplasms,yes,942,1308
hsa-mir-208,"Carcinoma, Hepatocellular",yes,1031,1310
hsa-mir-205,Osteoporosis,yes,1029,1684
hsa-mir-7,Prostatic Neoplasms,yes,1261,1339
hsa-mir-206,Coronary Artery Disease,yes,1030,1373
hsa-mir-17,"Lupus Erythematosus, Systemic",yes,977,1501
hsa-mir-302c,Glioma,yes,1086,1322
hsa-mir-324,"Carcinoma, Hepatocellular",yes,1108,1310
hsa-mir-200a,Lung Neoplasms,yes,1022,1308
hsa-mir-135b,Atherosclerosis,yes,947,1376
hsa-mir-499a,Atherosclerosis,yes,1190,1376
hsa-mir-34a,HIV Infections,yes,1126,1632
hsa-mir-302a,Colorectal Neoplasms,yes,1084,1304
hsa-mir-139,Mouth Neoplasms,yes,953,1386
hsa-mir-182,Uterine Cervical Neoplasms,yes,987,1300
hsa-mir-365,Lymphoma,yes,1133,1417
hsa-mir-1297,"Carcinoma, Hepatocellular",yes,928,1310
hsa-mir-204,Breast Neoplasms,yes,1028,1303
hsa-mir-185,Stomach Neoplasms,yes,990,1307
hsa-mir-107,"Carcinoma, Hepatocellular",yes,891,1310
hsa-mir-720,"Hepatitis B, Chronic",yes,1267,1592
hsa-mir-15b,"Encephalitis Viruses, Japanese",yes,973,1660
hsa-mir-539,Thyroid Neoplasms,yes,1217,1330
hsa-mir-29c,Alzheimer Disease,yes,1078,1342
hsa-mir-335,Gastrointestinal Stromal Tumors,yes,1116,1371
hsa-mir-34a,Gastrointestinal Stromal Tumors,yes,1126,1371
hsa-mir-198,Neoplasms,yes,1011,1299
hsa-mir-320a,"Leukemia, Myelogenous, Chronic, BCR-ABL Positive",yes,1100,1440
hsa-mir-503,Prostatic Neoplasms,yes,1195,1339
hsa-mir-135a,Lung Neoplasms,yes,944,1308
hsa-mir-146a,"Carcinoma, Non-Small-Cell Lung",yes,960,1312
hsa-mir-200c,"Carcinoma, Renal Cell",yes,1024,1324
hsa-mir-638,Stomach Neoplasms,yes,1246,1307
hsa-mir-34c,"Carcinoma, Non-Small-Cell Lung",yes,1128,1312
hsa-mir-144,Glioblastoma,yes,958,1301
hsa-mir-24,Urinary Bladder Neoplasms,yes,1058,1306
hsa-mir-338,Breast Neoplasms,yes,1117,1303
hsa-mir-130a,Liver Cirrhosis,yes,934,1337
hsa-mir-27b,Liver Cirrhosis,yes,1067,1337
hsa-mir-378a,Breast Neoplasms,yes,1146,1303
hsa-mir-145,Cholangiocarcinoma,yes,959,1326
hsa-mir-99b,Colorectal Neoplasms,yes,1297,1304
hsa-mir-744,Inflammation,yes,1268,1564
hsa-mir-7,Stomach Neoplasms,yes,1261,1307
hsa-mir-126,Breast Neoplasms,yes,917,1303
hsa-mir-17,Myocardial Infarction,yes,977,1388
hsa-mir-761,"Carcinoma, Non-Small-Cell Lung",yes,1271,1312
hsa-mir-205,Laryngeal Neoplasms,yes,1029,1415
hsa-mir-664,Lymphoma,yes,1256,1417
hsa-mir-411,Rhabdomyosarcoma,yes,1154,1515
hsa-let-7b,Reperfusion Injury,yes,866,1557
hsa-mir-137,Osteosarcoma,yes,949,1305
hsa-mir-340,Esophageal Neoplasms,yes,1122,1351
hsa-mir-10a,"Carcinoma, Non-Small-Cell Lung",yes,892,1312
hsa-mir-494,Chondrosarcoma,yes,1185,1349
hsa-mir-940,Stomach Neoplasms,yes,1290,1307
hsa-mir-542,Esophageal Neoplasms,yes,1218,1351
hsa-mir-1908,Osteosarcoma,yes,996,1305
hsa-mir-16,Osteoarthritis,yes,974,1403
hsa-mir-128,Colorectal Neoplasms,yes,921,1304
hsa-mir-675,Breast Neoplasms,yes,1259,1303
hsa-mir-183,Endometriosis,yes,988,1380
hsa-mir-326,Stomach Neoplasms,yes,1110,1307
hsa-mir-141,Myocardial Ischemia,yes,955,1665
hsa-mir-203,Osteosarcoma,yes,1026,1305
hsa-mir-133b,Ovarian Neoplasms,yes,941,1309
hsa-mir-205,Adrenocortical Carcinoma,yes,1029,1436
hsa-mir-18a,Colorectal Neoplasms,yes,994,1304
hsa-mir-34c,Alzheimer Disease,yes,1128,1342
hsa-mir-140,Colorectal Neoplasms,yes,954,1304
hsa-mir-100,Stomach Neoplasms,yes,878,1307
hsa-mir-584,Thyroid Neoplasms,yes,1227,1330
hsa-mir-217,Lung Neoplasms,yes,1045,1308
hsa-mir-96,"Carcinoma, Renal Cell",yes,1294,1324
hsa-mir-135b,"Carcinoma, Hepatocellular",yes,947,1310
hsa-mir-137,Astrocytoma,yes,949,1298
hsa-mir-139,Glioblastoma,yes,953,1301
hsa-mir-208a,Breast Neoplasms,yes,1032,1303
hsa-mir-128,Stomach Neoplasms,yes,921,1307
hsa-mir-29,Neoplasms,yes,1069,1299
hsa-mir-1271,Ovarian Neoplasms,yes,919,1309
hsa-mir-506,Colorectal Neoplasms,yes,1198,1304
hsa-mir-542,Osteosarcoma,yes,1218,1305
hsa-mir-652,Pancreatic Neoplasms,yes,1251,1315
hsa-mir-616,"Carcinoma, Hepatocellular",yes,1239,1310
hsa-mir-519,"Leukemia, Myeloid, Acute",yes,1208,1366
hsa-mir-221,Choriocarcinoma,yes,1051,1439
hsa-mir-449a,Glioma,yes,1166,1322
hsa-mir-154,"Carcinoma, Hepatocellular",yes,970,1310
hsa-mir-223,Prostatic Neoplasms,yes,1053,1339
hsa-mir-30a,Enterovirus Infections,yes,1089,1664
hsa-mir-182,Hepatitis C,yes,987,1472
hsa-mir-346,Uterine Cervical Neoplasms,yes,1125,1300
hsa-mir-381,Kidney Neoplasms,yes,1148,1418
hsa-mir-506,Liver Neoplasms,yes,1198,1313
hsa-mir-30a,Pre-Eclampsia,yes,1089,1459
hsa-mir-590,Glioblastoma,yes,1229,1301
hsa-mir-181a,Precursor Cell Lymphoblastic Leukemia-Lymphoma,yes,980,1344
hsa-mir-661,Glioma,yes,1253,1322
hsa-mir-124,Alzheimer Disease,yes,903,1342
hsa-mir-302c,"Influenza, Human",yes,1086,1599
hsa-mir-200b,Retinal Degeneration,yes,1023,1500
hsa-mir-181b,Acute Lung Injury,yes,982,1579
hsa-mir-186,Ovarian Neoplasms,yes,991,1309
hsa-mir-150,Prostatic Neoplasms,yes,965,1339
hsa-mir-512,"Carcinoma, Non-Small-Cell Lung",yes,1203,1312
hsa-mir-130b,Glioma,yes,935,1322
hsa-mir-127,Neoplasms,yes,918,1299
hsa-mir-376a,Neoplasms,yes,1142,1299
hsa-mir-31,Lung Neoplasms,yes,1096,1308
hsa-mir-218,Iron Metabolism Disorders,yes,1046,1685
hsa-mir-205,Osteosarcoma,yes,1029,1305
hsa-mir-135b,Triple Negative Breast Neoplasms,yes,947,1398
hsa-mir-125a,Leukemia,yes,913,1385
hsa-mir-125a,Neoplasms,yes,913,1299
hsa-mir-150,Uterine Cervical Neoplasms,yes,965,1300
hsa-mir-663,Glioblastoma,yes,1254,1301
hsa-mir-331,Colorectal Neoplasms,yes,1115,1304
hsa-mir-194,"Carcinoma, Hepatocellular",yes,1002,1310
hsa-mir-592,"Carcinoma, Hepatocellular",yes,1230,1310
hsa-mir-34c,"Carcinoma, Hepatocellular",yes,1128,1310
hsa-mir-204,Esophageal Neoplasms,yes,1028,1351
hsa-mir-140,Lung Neoplasms,yes,954,1308
hsa-mir-365,Osteosarcoma,yes,1133,1305
hsa-mir-935,"Carcinoma, Signet Ring Cell",yes,1287,1686
hsa-mir-320,Inflammatory Bowel Diseases,yes,1099,1364
hsa-mir-328,Esophageal Neoplasms,yes,1111,1351
hsa-mir-96,Cardiomegaly,yes,1294,1370
hsa-mir-148a,Lupus Nephritis,yes,962,1619
hsa-mir-142,Neoplasms,yes,956,1299
hsa-mir-625,Breast Neoplasms,yes,1241,1303
hsa-mir-519,Stomach Neoplasms,yes,1208,1307
hsa-mir-26b,"Carcinoma, Non-Small-Cell Lung",yes,1065,1312
hsa-mir-489,Breast Neoplasms,yes,1180,1303
hsa-mir-505,Endometrial Neoplasms,yes,1197,1362
hsa-mir-103,Atherosclerosis,yes,882,1376
hsa-mir-320a,Reperfusion Injury,yes,1100,1557
hsa-mir-504,Glioma,yes,1196,1322
hsa-mir-26a,Osteoarthritis,yes,1062,1403
hsa-mir-124,Arbovirus Infections,yes,903,1645
hsa-mir-125,Arbovirus Infections,yes,910,1645
hsa-mir-133,Arbovirus Infections,yes,937,1645
hsa-mir-142,Arbovirus Infections,yes,956,1645
hsa-mir-208,Arbovirus Infections,yes,1031,1645
hsa-mir-486,Ovarian Neoplasms,yes,1177,1309
hsa-mir-130b,Colorectal Neoplasms,yes,935,1304
hsa-mir-122,Sepsis,yes,899,1558
hsa-mir-145,Sepsis,yes,959,1558
hsa-mir-210,Sepsis,yes,1037,1558
hsa-mir-34a,Sepsis,yes,1126,1558
hsa-mir-9,Diabetic Cardiomyopathies,yes,1276,1442
hsa-mir-193a,Osteosarcoma,yes,1000,1305
hsa-mir-21,"Corneal Dystrophies, Hereditary",yes,1036,1623
hsa-mir-101,Breast Neoplasms,yes,879,1303
hsa-mir-16,Atherosclerosis,yes,974,1376
hsa-mir-19b,"Encephalitis Viruses, Japanese",yes,1018,1660
hsa-mir-1271,Pancreatic Neoplasms,yes,919,1315
hsa-mir-21,Oral Submucous Fibrosis,yes,1036,1680
hsa-mir-379,"Carcinoma, Hepatocellular",yes,1147,1310
hsa-mir-133b,Liver Neoplasms,yes,941,1313
hsa-mir-183,Choriocarcinoma,yes,988,1439
hsa-mir-130b,Pulmonary Fibrosis,yes,935,1601
hsa-mir-30,Pancreatic Neoplasms,yes,1079,1315
hsa-mir-30e,"Carcinoma, Hepatocellular",yes,1095,1310
hsa-mir-21,Endomyocardial Fibrosis,yes,1036,1618
hsa-mir-198,Osteosarcoma,yes,1011,1305
hsa-mir-31,Sepsis,yes,1096,1558
hsa-mir-26a,"Carcinoma, Renal Cell",yes,1062,1324
hsa-mir-409,Osteosarcoma,yes,1152,1305
hsa-mir-138,Brain Ischemia,yes,950,1578
hsa-mir-495,Prostatic Neoplasms,yes,1186,1339
hsa-mir-720,Triple Negative Breast Neoplasms,yes,1267,1398
hsa-mir-192,Neoplasms,yes,998,1299
hsa-mir-143,"Dermatitis, Atopic",yes,957,1687
hsa-mir-491,"Carcinoma, Hepatocellular",yes,1182,1310
hsa-mir-181b,Osteosarcoma,yes,982,1305
hsa-mir-192,Choriocarcinoma,yes,998,1439
hsa-mir-143,Glioblastoma,yes,957,1301
hsa-mir-205,Stomach Neoplasms,yes,1029,1307
hsa-mir-124,Astrocytoma,yes,903,1298
hsa-mir-181b,Breast Neoplasms,yes,982,1303
hsa-mir-200a,Diabetes Mellitus,yes,1022,1379
hsa-mir-204,"Hypertension, Pulmonary",yes,1028,1559
hsa-mir-135b,"Liposarcoma, Myxoid",yes,947,1688
hsa-mir-296,Ovarian Neoplasms,yes,1070,1309
hsa-mir-23a,"Leukemia, Myeloid, Acute",yes,1055,1366
hsa-mir-186,Myocardial Infarction,yes,991,1388
hsa-mir-19b,Heart Diseases,yes,1018,1321
hsa-mir-135b,Endometrial Neoplasms,yes,947,1362
hsa-mir-203,"Carcinoma, Non-Small-Cell Lung",yes,1026,1312
hsa-mir-381,Tuberculosis,yes,1148,1562
hsa-mir-200b,Osteosarcoma,yes,1023,1305
hsa-mir-134,Liver Cirrhosis,yes,942,1337
hsa-mir-301a,Osteosarcoma,yes,1081,1305
hsa-mir-204,Diabetes Mellitus,yes,1028,1379
hsa-mir-99a,Atherosclerosis,yes,1296,1376
hsa-mir-133a,Diabetes Mellitus,yes,938,1379
hsa-mir-20b,Diabetic Retinopathy,yes,1035,1508
hsa-mir-1273g,Hepatitis C,yes,920,1472
hsa-mir-1273g,Liver Cirrhosis,yes,920,1337
hsa-mir-29a,"Glomerulosclerosis, Focal Segmental",yes,1074,1689
hsa-mir-214,Lung Neoplasms,yes,1040,1308
hsa-mir-98,Alzheimer Disease,yes,1295,1342
hsa-mir-146a,"Arthritis, Juvenile",yes,960,1594
hsa-mir-384,"Carcinoma, Hepatocellular",yes,1151,1310
hsa-mir-100,"Glomerulonephritis, IGA",yes,878,1671
hsa-mir-187,"Carcinoma, Hepatocellular",yes,992,1310
hsa-mir-138,Prostatic Neoplasms,yes,950,1339
hsa-mir-106a,"Cardiomyopathy, Hypertrophic",yes,889,1341
hsa-mir-451,Urinary Bladder Neoplasms,yes,1168,1306
hsa-mir-15a,Papillomaviridae,yes,972,1690
hsa-mir-216,Urinary Bladder Neoplasms,yes,1042,1306
hsa-mir-421,Breast Neoplasms,yes,1155,1303
hsa-mir-7,Intervertebral Disc Degeneration,yes,1261,1335
hsa-mir-98,Osteoarthritis,yes,1295,1403
hsa-mir-125b,Heart Diseases,yes,914,1321
hsa-mir-31,Triple Negative Breast Neoplasms,yes,1096,1398
hsa-mir-181a,Osteosarcoma,yes,980,1305
hsa-mir-19b,Breast Neoplasms,yes,1018,1303
hsa-mir-9,"Osteoarthritis, Knee",yes,1276,1691
hsa-mir-139,Leukemia,yes,953,1385
hsa-mir-15a,Endometriosis,yes,972,1380
hsa-mir-141,Glioma,yes,955,1322
hsa-mir-200c,Glioma,yes,1024,1322
hsa-mir-148a,Reperfusion Injury,yes,962,1557
hsa-mir-34a,"Influenza, Human",yes,1126,1599
hsa-mir-1271,"Diabetes Mellitus, Type 2",yes,919,1399
hsa-mir-346,Pre-Eclampsia,yes,1125,1459
hsa-mir-582,Pre-Eclampsia,yes,1226,1459
hsa-mir-224,Uterine Cervical Neoplasms,yes,1054,1300
hsa-mir-4262,Breast Neoplasms,yes,1159,1303
hsa-mir-22,Parkinson Disease,yes,1050,1455
hsa-mir-30e,Heart Diseases,yes,1095,1321
hsa-let-7g,Glioblastoma,yes,873,1301
hsa-mir-17,"Hypertension, Pulmonary",yes,977,1559
hsa-mir-181b,Psoriasis,yes,982,1467
hsa-mir-361,"Carcinoma, Hepatocellular",yes,1129,1310
hsa-mir-218,Stomach Neoplasms,yes,1046,1307
hsa-mir-181b,Colorectal Neoplasms,yes,982,1304
hsa-mir-138,"Hypertension, Pulmonary",yes,950,1559
hsa-mir-25,"Hypertension, Pulmonary",yes,1061,1559
hsa-mir-29,Osteosarcoma,yes,1069,1305
hsa-mir-370,Hepatitis B,yes,1135,1556
hsa-mir-210,"Carcinoma, Hepatocellular",yes,1037,1310
hsa-mir-19a,Diabetes Mellitus,yes,1017,1379
hsa-mir-372,Prostatic Neoplasms,yes,1137,1339
hsa-mir-16,Stomach Neoplasms,yes,974,1307
hsa-mir-192,Osteosarcoma,yes,998,1305
hsa-mir-939,Breast Neoplasms,yes,1289,1303
hsa-mir-1207,Prostatic Neoplasms,yes,898,1339
hsa-mir-9,Laryngeal Neoplasms,yes,1276,1415
hsa-mir-935,"Carcinoma, Hepatocellular",yes,1287,1310
hsa-mir-509,Stomach Neoplasms,yes,1201,1307
hsa-mir-1298,Lung Neoplasms,yes,929,1308
hsa-mir-186,Melanoma,yes,991,1347
hsa-mir-27b,"Carcinoma, Hepatocellular",yes,1067,1310
hsa-mir-491,Osteosarcoma,yes,1182,1305
hsa-mir-296,"Carcinoma, Hepatocellular",yes,1070,1310
hsa-mir-144,"Carcinoma, Renal Cell",yes,958,1324
hsa-mir-216b,Breast Neoplasms,yes,1044,1303
hsa-mir-320,Osteosarcoma,yes,1099,1305
hsa-mir-326,Osteosarcoma,yes,1110,1305
hsa-mir-126,"Arthritis, Rheumatoid",yes,917,1423
hsa-mir-133a,Laryngeal Neoplasms,yes,938,1415
hsa-mir-21,Wound Healing,yes,1036,1598
hsa-mir-105,Glioma,yes,888,1322
hsa-mir-149,"Diabetes Mellitus, Type 1",yes,964,1479
hsa-mir-23a,"Diabetes Mellitus, Type 1",yes,1055,1479
hsa-mir-23b,"Diabetes Mellitus, Type 1",yes,1056,1479
hsa-mir-1297,Prostatic Neoplasms,yes,928,1339
hsa-mir-155,Idiopathic Pulmonary Fibrosis,yes,971,1622
hsa-mir-16,"Abortion, Spontaneous",yes,974,1692
hsa-mir-203,Multiple Myeloma,yes,1026,1368
hsa-mir-382,Prostatic Neoplasms,yes,1149,1339
hsa-mir-455,"Carcinoma, Hepatocellular",yes,1172,1310
hsa-mir-520a,"Carcinoma, Non-Small-Cell Lung",yes,1210,1312
hsa-mir-27b,Atherosclerosis,yes,1067,1376
hsa-mir-302,Neoplasms,yes,1083,1299
hsa-mir-9,Non-alcoholic Fatty Liver Disease,yes,1276,1481
hsa-mir-10b,Osteosarcoma,yes,893,1305
hsa-mir-451,"Leukemia, Myeloid, Acute",yes,1168,1366
hsa-mir-29c,Idiopathic Pulmonary Fibrosis,yes,1078,1622
hsa-mir-33a,Gallbladder Neoplasms,yes,1119,1328
hsa-mir-590,"Carcinoma, Non-Small-Cell Lung",yes,1229,1312
hsa-mir-125b,Diabetic Nephropathies,yes,914,1487
hsa-mir-574,Prostatic Neoplasms,yes,1223,1339
hsa-mir-148a,Thyroid Neoplasms,yes,962,1330
hsa-mir-34b,Spinal Cord Injuries,yes,1127,1567
hsa-mir-34c,Spinal Cord Injuries,yes,1128,1567
hsa-mir-203a,"Carcinoma, Hepatocellular",yes,1027,1310
hsa-mir-379,Osteosarcoma,yes,1147,1305
hsa-mir-637,"Hypertension, Pulmonary",yes,1245,1559
hsa-mir-133a,Osteosarcoma,yes,938,1305
hsa-mir-145,Polycystic Ovary Syndrome,yes,959,1314
hsa-mir-25,Melanoma,yes,1061,1347
hsa-mir-92a,Glioma,yes,1282,1322
hsa-mir-181a,Acute Lung Injury,yes,980,1579
hsa-mir-20a,Tuberculosis,yes,1034,1562
hsa-mir-940,"Carcinoma, Hepatocellular",yes,1290,1310
hsa-mir-222,Ovarian Neoplasms,yes,1052,1309
hsa-mir-155,"Carcinoma, Non-Small-Cell Lung",yes,971,1312
hsa-mir-199a,Urinary Bladder Neoplasms,yes,1013,1306
hsa-mir-542,"Carcinoma, Hepatocellular",yes,1218,1310
hsa-mir-10a,"Lymphoma, Large B-Cell, Diffuse",yes,892,1470
hsa-mir-1,Neoplasms,yes,875,1299
hsa-mir-639,Thyroid Neoplasms,yes,1247,1330
hsa-mir-503,Atherosclerosis,yes,1195,1376
hsa-mir-378a,Liver Cirrhosis,yes,1146,1337
hsa-mir-22,Astrocytoma,yes,1050,1298
hsa-mir-34a,Cataract,yes,1126,1628
hsa-mir-148a,Multiple Myeloma,yes,962,1368
hsa-mir-33a,"Carcinoma, Non-Small-Cell Lung",yes,1119,1312
hsa-mir-16,Colorectal Neoplasms,yes,974,1304
hsa-mir-383,Lung Neoplasms,yes,1150,1308
hsa-mir-187,Stomach Neoplasms,yes,992,1307
hsa-mir-377,"Carcinoma, Non-Small-Cell Lung",yes,1144,1312
hsa-mir-373,"Lymphoma, T-Cell",yes,1138,1654
hsa-mir-371,Lupus Nephritis,yes,1136,1619
hsa-mir-362,Uterine Cervical Neoplasms,yes,1131,1300
hsa-mir-3619,Prostatic Neoplasms,yes,1130,1339
hsa-mir-638,"Carcinoma, Hepatocellular",yes,1246,1310
hsa-mir-148a,"Carcinoma, Renal Cell",yes,962,1324
hsa-mir-421,Uterine Cervical Neoplasms,yes,1155,1300
hsa-let-7g,"Hypertension, Pulmonary",yes,873,1559
hsa-mir-98,"Carcinoma, Hepatocellular",yes,1295,1310
hsa-mir-383,Prostatic Neoplasms,yes,1150,1339
hsa-mir-509,"Carcinoma, Non-Small-Cell Lung",yes,1201,1312
hsa-mir-15b,Glioblastoma,yes,973,1301
hsa-mir-138,Uterine Cervical Neoplasms,yes,950,1300
hsa-mir-206,Urinary Bladder Neoplasms,yes,1030,1306
hsa-mir-491,Glioma,yes,1182,1322
hsa-mir-140,Gout,yes,954,1566
hsa-mir-146a,Aneurysm,yes,960,1572
hsa-mir-346,Breast Neoplasms,yes,1125,1303
hsa-mir-181a,Keloid,yes,980,1338
hsa-mir-21,Pulmonary Fibrosis,yes,1036,1601
hsa-mir-217,Breast Neoplasms,yes,1045,1303
hsa-mir-15a,Osteoarthritis,yes,972,1403
hsa-mir-33a,Prostatic Neoplasms,yes,1119,1339
hsa-mir-145,Osteoarthritis,yes,959,1403
hsa-mir-152,"Carcinoma, Hepatocellular",yes,966,1310
hsa-mir-211,Uterine Cervical Neoplasms,yes,1038,1300
hsa-mir-206,"Carcinoma, Renal Cell",yes,1030,1324
hsa-mir-205,Uterine Cervical Neoplasms,yes,1029,1300
hsa-mir-205,Lung Neoplasms,yes,1029,1308
hsa-mir-145,Uterine Cervical Neoplasms,yes,959,1300
hsa-mir-23a,"Arthritis, Rheumatoid",yes,1055,1423
hsa-mir-181b,Glioma,yes,982,1322
hsa-mir-98,"Carcinoma, Non-Small-Cell Lung",yes,1295,1312
hsa-mir-141,Prostatic Neoplasms,yes,955,1339
hsa-mir-194,Prostatic Neoplasms,yes,1002,1339
hsa-mir-451a,Cardiomyopathies,yes,1169,1542
